x,amount,amount_1d,amount_30d,id_relation,Pays
2025-11-03T00:00:00.000Z,145,3,16,/boundary/62273,Republic of Ireland
2025-11-04T00:00:00.000Z,145,6,17,/boundary/62273,Republic of Ireland
2025-11-05T00:00:00.000Z,145,5,17,/boundary/62273,Republic of Ireland
2025-11-06T00:00:00.000Z,145,4,17,/boundary/62273,Republic of Ireland
2025-11-07T00:00:00.000Z,146,5,18,/boundary/62273,Republic of Ireland
2025-11-08T00:00:00.000Z,146,5,17,/boundary/62273,Republic of Ireland
2025-11-09T00:00:00.000Z,146,3,17,/boundary/62273,Republic of Ireland
2025-11-10T00:00:00.000Z,146,3,16,/boundary/62273,Republic of Ireland
2025-11-11T00:00:00.000Z,146,4,16,/boundary/62273,Republic of Ireland
2025-11-12T00:00:00.000Z,146,3,14,/boundary/62273,Republic of Ireland
2025-11-13T00:00:00.000Z,146,3,14,/boundary/62273,Republic of Ireland
2025-11-14T00:00:00.000Z,146,1,14,/boundary/62273,Republic of Ireland
2025-11-15T00:00:00.000Z,146,2,14,/boundary/62273,Republic of Ireland
2025-11-16T00:00:00.000Z,147,4,16,/boundary/62273,Republic of Ireland
2025-11-17T00:00:00.000Z,147,2,16,/boundary/62273,Republic of Ireland
2025-11-18T00:00:00.000Z,147,2,16,/boundary/62273,Republic of Ireland
2025-11-19T00:00:00.000Z,147,4,16,/boundary/62273,Republic of Ireland
2025-11-20T00:00:00.000Z,147,4,15,/boundary/62273,Republic of Ireland
2025-11-21T00:00:00.000Z,147,4,14,/boundary/62273,Republic of Ireland
2025-11-22T00:00:00.000Z,147,4,14,/boundary/62273,Republic of Ireland
2025-11-23T00:00:00.000Z,147,4,14,/boundary/62273,Republic of Ireland
2025-11-24T00:00:00.000Z,147,3,13,/boundary/62273,Republic of Ireland
2025-11-25T00:00:00.000Z,148,3,14,/boundary/62273,Republic of Ireland
2025-11-26T00:00:00.000Z,148,3,14,/boundary/62273,Republic of Ireland
2025-11-27T00:00:00.000Z,148,4,15,/boundary/62273,Republic of Ireland
2024-04-01T00:00:00.000Z,1,0,1,/boundary/192794,Republic of the Congo
2024-05-01T00:00:00.000Z,1,0,0,/boundary/192794,Republic of the Congo
2024-06-01T00:00:00.000Z,1,0,0,/boundary/192794,Republic of the Congo
2024-07-01T00:00:00.000Z,1,0,0,/boundary/192794,Republic of the Congo
2024-08-01T00:00:00.000Z,1,0,0,/boundary/192794,Republic of the Congo
2024-09-01T00:00:00.000Z,1,0,0,/boundary/192794,Republic of the Congo
2024-10-01T00:00:00.000Z,1,0,0,/boundary/192794,Republic of the Congo
2024-11-01T00:00:00.000Z,1,0,0,/boundary/192794,Republic of the Congo
2024-12-01T00:00:00.000Z,1,0,0,/boundary/192794,Republic of the Congo
2025-01-01T00:00:00.000Z,2,0,1,/boundary/192794,Republic of the Congo
2025-02-01T00:00:00.000Z,3,0,1,/boundary/192794,Republic of the Congo
2025-03-01T00:00:00.000Z,3,0,0,/boundary/192794,Republic of the Congo
2025-04-01T00:00:00.000Z,3,0,0,/boundary/192794,Republic of the Congo
2025-05-01T00:00:00.000Z,4,0,1,/boundary/192794,Republic of the Congo
2025-06-01T00:00:00.000Z,5,0,1,/boundary/192794,Republic of the Congo
2025-07-01T00:00:00.000Z,5,0,0,/boundary/192794,Republic of the Congo
2025-08-01T00:00:00.000Z,6,0,1,/boundary/192794,Republic of the Congo
2025-09-01T00:00:00.000Z,6,0,0,/boundary/192794,Republic of the Congo
2025-10-01T00:00:00.000Z,6,0,0,/boundary/192794,Republic of the Congo
2025-11-01T00:00:00.000Z,6,0,0,/boundary/192794,Republic of the Congo
2025-11-02T00:00:00.000Z,6,0,0,/boundary/192794,Republic of the Congo
2025-11-03T00:00:00.000Z,6,0,0,/boundary/192794,Republic of the Congo
2025-11-04T00:00:00.000Z,6,0,0,/boundary/192794,Republic of the Congo
2025-11-05T00:00:00.000Z,6,0,0,/boundary/192794,Republic of the Congo
2025-11-06T00:00:00.000Z,6,0,0,/boundary/192794,Republic of the Congo
2025-11-07T00:00:00.000Z,6,0,0,/boundary/192794,Republic of the Congo
2025-11-08T00:00:00.000Z,6,0,0,/boundary/192794,Republic of the Congo
2025-11-09T00:00:00.000Z,6,0,0,/boundary/192794,Republic of the Congo
2025-11-10T00:00:00.000Z,6,0,0,/boundary/192794,Republic of the Congo
2025-11-11T00:00:00.000Z,6,0,0,/boundary/192794,Republic of the Congo
2025-11-12T00:00:00.000Z,6,0,0,/boundary/192794,Republic of the Congo
2025-11-13T00:00:00.000Z,6,0,0,/boundary/192794,Republic of the Congo
2025-11-14T00:00:00.000Z,6,0,0,/boundary/192794,Republic of the Congo
2025-11-15T00:00:00.000Z,6,0,0,/boundary/192794,Republic of the Congo
2025-11-16T00:00:00.000Z,6,0,0,/boundary/192794,Republic of the Congo
2025-11-17T00:00:00.000Z,6,0,0,/boundary/192794,Republic of the Congo
2025-11-18T00:00:00.000Z,6,0,0,/boundary/192794,Republic of the Congo
2025-11-19T00:00:00.000Z,6,0,0,/boundary/192794,Republic of the Congo
2025-11-20T00:00:00.000Z,6,0,0,/boundary/192794,Republic of the Congo
2025-11-21T00:00:00.000Z,6,0,0,/boundary/192794,Republic of the Congo
2025-11-22T00:00:00.000Z,6,0,0,/boundary/192794,Republic of the Congo
2025-11-23T00:00:00.000Z,6,0,0,/boundary/192794,Republic of the Congo
2025-11-24T00:00:00.000Z,6,0,0,/boundary/192794,Republic of the Congo
2025-11-25T00:00:00.000Z,6,0,0,/boundary/192794,Republic of the Congo
2025-11-26T00:00:00.000Z,6,0,0,/boundary/192794,Republic of the Congo
2025-11-27T00:00:00.000Z,6,0,0,/boundary/192794,Republic of the Congo
2024-01-01T00:00:00.000Z,0,1,8,/boundary/90689,Romania
2024-02-01T00:00:00.000Z,8,0,8,/boundary/90689,Romania
2024-03-01T00:00:00.000Z,16,2,10,/boundary/90689,Romania
2024-04-01T00:00:00.000Z,19,0,7,/boundary/90689,Romania
2024-05-01T00:00:00.000Z,26,1,10,/boundary/90689,Romania
2024-06-01T00:00:00.000Z,36,3,15,/boundary/90689,Romania
2024-07-01T00:00:00.000Z,39,0,5,/boundary/90689,Romania
2024-08-01T00:00:00.000Z,43,0,10,/boundary/90689,Romania
2024-09-01T00:00:00.000Z,49,0,12,/boundary/90689,Romania
2024-10-01T00:00:00.000Z,54,0,13,/boundary/90689,Romania
2024-11-01T00:00:00.000Z,56,1,8,/boundary/90689,Romania
2024-12-01T00:00:00.000Z,56,0,4,/boundary/90689,Romania
2025-01-01T00:00:00.000Z,56,0,6,/boundary/90689,Romania
2025-02-01T00:00:00.000Z,60,0,9,/boundary/90689,Romania
2025-03-01T00:00:00.000Z,63,0,12,/boundary/90689,Romania
2025-04-01T00:00:00.000Z,64,0,4,/boundary/90689,Romania
2025-05-01T00:00:00.000Z,69,0,11,/boundary/90689,Romania
2025-06-01T00:00:00.000Z,74,1,10,/boundary/90689,Romania
2025-07-01T00:00:00.000Z,79,0,10,/boundary/90689,Romania
2025-08-01T00:00:00.000Z,88,3,16,/boundary/90689,Romania
2025-09-01T00:00:00.000Z,102,3,23,/boundary/90689,Romania
2025-10-01T00:00:00.000Z,113,1,17,/boundary/90689,Romania
2025-11-01T00:00:00.000Z,117,0,10,/boundary/90689,Romania
2025-11-02T00:00:00.000Z,117,0,9,/boundary/90689,Romania
2025-11-03T00:00:00.000Z,117,0,9,/boundary/90689,Romania
2025-11-04T00:00:00.000Z,117,2,10,/boundary/90689,Romania
2025-11-05T00:00:00.000Z,117,1,10,/boundary/90689,Romania
2025-11-06T00:00:00.000Z,117,0,8,/boundary/90689,Romania
2025-11-07T00:00:00.000Z,117,0,8,/boundary/90689,Romania
2025-11-08T00:00:00.000Z,117,1,8,/boundary/90689,Romania
2025-11-09T00:00:00.000Z,117,1,8,/boundary/90689,Romania
2025-11-10T00:00:00.000Z,117,0,8,/boundary/90689,Romania
2025-11-11T00:00:00.000Z,117,2,8,/boundary/90689,Romania
2025-11-12T00:00:00.000Z,117,0,8,/boundary/90689,Romania
2025-11-13T00:00:00.000Z,117,1,8,/boundary/90689,Romania
2025-11-14T00:00:00.000Z,117,2,8,/boundary/90689,Romania
2025-11-15T00:00:00.000Z,117,0,8,/boundary/90689,Romania
2025-11-16T00:00:00.000Z,117,1,8,/boundary/90689,Romania
2025-11-17T00:00:00.000Z,117,2,8,/boundary/90689,Romania
2025-11-18T00:00:00.000Z,117,1,8,/boundary/90689,Romania
2025-11-19T00:00:00.000Z,117,0,8,/boundary/90689,Romania
2025-11-20T00:00:00.000Z,117,0,7,/boundary/90689,Romania
2025-11-21T00:00:00.000Z,117,1,7,/boundary/90689,Romania
2025-11-22T00:00:00.000Z,118,1,7,/boundary/90689,Romania
2025-11-23T00:00:00.000Z,118,2,6,/boundary/90689,Romania
2025-11-24T00:00:00.000Z,118,0,6,/boundary/90689,Romania
2025-11-25T00:00:00.000Z,119,1,7,/boundary/90689,Romania
2025-11-26T00:00:00.000Z,119,0,7,/boundary/90689,Romania
2025-11-27T00:00:00.000Z,120,2,8,/boundary/90689,Romania
2024-01-01T00:00:00.000Z,0,6,64,/boundary/60189,Russia
2024-02-01T00:00:00.000Z,73,2,71,/boundary/60189,Russia
2024-03-01T00:00:00.000Z,109,10,63,/boundary/60189,Russia
2024-04-01T00:00:00.000Z,146,6,78,/boundary/60189,Russia
2024-05-01T00:00:00.000Z,179,2,66,/boundary/60189,Russia
2024-06-01T00:00:00.000Z,212,3,77,/boundary/60189,Russia
2024-07-01T00:00:00.000Z,238,7,72,/boundary/60189,Russia
2024-08-01T00:00:00.000Z,275,10,85,/boundary/60189,Russia
2024-09-01T00:00:00.000Z,309,10,91,/boundary/60189,Russia
2024-10-01T00:00:00.000Z,334,9,73,/boundary/60189,Russia
2024-11-01T00:00:00.000Z,352,5,68,/boundary/60189,Russia
2024-12-01T00:00:00.000Z,376,4,78,/boundary/60189,Russia
2025-01-01T00:00:00.000Z,390,4,64,/boundary/60189,Russia
2025-02-01T00:00:00.000Z,428,8,92,/boundary/60189,Russia
2025-03-01T00:00:00.000Z,451,5,76,/boundary/60189,Russia
2025-04-01T00:00:00.000Z,478,9,85,/boundary/60189,Russia
2025-05-01T00:00:00.000Z,509,8,104,/boundary/60189,Russia
2025-06-01T00:00:00.000Z,548,8,100,/boundary/60189,Russia
2025-07-01T00:00:00.000Z,578,4,104,/boundary/60189,Russia
2025-08-01T00:00:00.000Z,602,6,74,/boundary/60189,Russia
2025-09-01T00:00:00.000Z,620,4,74,/boundary/60189,Russia
2025-10-01T00:00:00.000Z,633,4,62,/boundary/60189,Russia
2025-11-01T00:00:00.000Z,651,3,67,/boundary/60189,Russia
2025-11-02T00:00:00.000Z,651,8,65,/boundary/60189,Russia
2025-11-03T00:00:00.000Z,652,7,66,/boundary/60189,Russia
2025-11-04T00:00:00.000Z,652,3,65,/boundary/60189,Russia
2025-11-05T00:00:00.000Z,653,8,66,/boundary/60189,Russia
2025-11-06T00:00:00.000Z,654,6,67,/boundary/60189,Russia
2025-11-07T00:00:00.000Z,654,4,69,/boundary/60189,Russia
2025-11-08T00:00:00.000Z,655,3,70,/boundary/60189,Russia
2025-11-09T00:00:00.000Z,656,8,70,/boundary/60189,Russia
2025-11-10T00:00:00.000Z,656,4,69,/boundary/60189,Russia
2025-11-11T00:00:00.000Z,657,5,68,/boundary/60189,Russia
2025-11-12T00:00:00.000Z,658,8,70,/boundary/60189,Russia
2025-11-13T00:00:00.000Z,658,4,70,/boundary/60189,Russia
2025-11-14T00:00:00.000Z,658,5,67,/boundary/60189,Russia
2025-11-15T00:00:00.000Z,658,6,64,/boundary/60189,Russia
2025-11-16T00:00:00.000Z,658,7,67,/boundary/60189,Russia
2025-11-17T00:00:00.000Z,658,3,68,/boundary/60189,Russia
2025-11-18T00:00:00.000Z,659,9,67,/boundary/60189,Russia
2025-11-19T00:00:00.000Z,659,8,68,/boundary/60189,Russia
2025-11-20T00:00:00.000Z,660,7,68,/boundary/60189,Russia
2025-11-21T00:00:00.000Z,660,8,66,/boundary/60189,Russia
2025-11-22T00:00:00.000Z,660,9,65,/boundary/60189,Russia
2025-11-23T00:00:00.000Z,660,6,64,/boundary/60189,Russia
2025-11-24T00:00:00.000Z,660,7,64,/boundary/60189,Russia
2025-11-25T00:00:00.000Z,661,4,61,/boundary/60189,Russia
2025-11-26T00:00:00.000Z,664,13,68,/boundary/60189,Russia
2025-11-27T00:00:00.000Z,665,11,72,/boundary/60189,Russia
2024-03-01T00:00:00.000Z,1,0,1,/boundary/171496,Rwanda
2024-04-01T00:00:00.000Z,3,0,2,/boundary/171496,Rwanda
2024-05-01T00:00:00.000Z,3,0,0,/boundary/171496,Rwanda
2024-06-01T00:00:00.000Z,3,0,1,/boundary/171496,Rwanda
2024-07-01T00:00:00.000Z,3,0,0,/boundary/171496,Rwanda
2024-08-01T00:00:00.000Z,3,0,0,/boundary/171496,Rwanda
2024-09-01T00:00:00.000Z,3,0,1,/boundary/171496,Rwanda
2024-10-01T00:00:00.000Z,3,0,0,/boundary/171496,Rwanda
2024-11-01T00:00:00.000Z,4,0,1,/boundary/171496,Rwanda
2024-12-01T00:00:00.000Z,4,0,0,/boundary/171496,Rwanda
2025-01-01T00:00:00.000Z,4,0,0,/boundary/171496,Rwanda
2025-02-01T00:00:00.000Z,4,0,0,/boundary/171496,Rwanda
2025-03-01T00:00:00.000Z,6,0,2,/boundary/171496,Rwanda
2025-04-01T00:00:00.000Z,7,0,1,/boundary/171496,Rwanda
2025-05-01T00:00:00.000Z,7,0,0,/boundary/171496,Rwanda
2025-06-01T00:00:00.000Z,7,0,0,/boundary/171496,Rwanda
2025-07-01T00:00:00.000Z,8,1,2,/boundary/171496,Rwanda
2025-08-01T00:00:00.000Z,8,0,1,/boundary/171496,Rwanda
2025-09-01T00:00:00.000Z,9,0,1,/boundary/171496,Rwanda
2025-10-01T00:00:00.000Z,10,0,1,/boundary/171496,Rwanda
2025-11-01T00:00:00.000Z,10,0,0,/boundary/171496,Rwanda
2025-11-02T00:00:00.000Z,10,0,0,/boundary/171496,Rwanda
2025-11-03T00:00:00.000Z,10,0,0,/boundary/171496,Rwanda
2025-11-04T00:00:00.000Z,10,0,0,/boundary/171496,Rwanda
2025-11-05T00:00:00.000Z,10,0,0,/boundary/171496,Rwanda
2025-11-06T00:00:00.000Z,10,0,0,/boundary/171496,Rwanda
2025-11-07T00:00:00.000Z,10,0,0,/boundary/171496,Rwanda
2025-11-08T00:00:00.000Z,10,0,0,/boundary/171496,Rwanda
2025-11-09T00:00:00.000Z,10,0,0,/boundary/171496,Rwanda
2025-11-10T00:00:00.000Z,10,0,0,/boundary/171496,Rwanda
2025-11-11T00:00:00.000Z,10,0,0,/boundary/171496,Rwanda
2025-11-12T00:00:00.000Z,10,0,0,/boundary/171496,Rwanda
2025-11-13T00:00:00.000Z,10,0,0,/boundary/171496,Rwanda
2025-11-14T00:00:00.000Z,10,0,0,/boundary/171496,Rwanda
2025-11-15T00:00:00.000Z,10,0,0,/boundary/171496,Rwanda
2025-11-16T00:00:00.000Z,10,0,0,/boundary/171496,Rwanda
2025-11-17T00:00:00.000Z,10,0,0,/boundary/171496,Rwanda
2025-11-18T00:00:00.000Z,10,0,0,/boundary/171496,Rwanda
2025-11-19T00:00:00.000Z,10,0,0,/boundary/171496,Rwanda
2025-11-20T00:00:00.000Z,10,0,0,/boundary/171496,Rwanda
2025-11-21T00:00:00.000Z,10,0,0,/boundary/171496,Rwanda
2025-11-22T00:00:00.000Z,10,0,0,/boundary/171496,Rwanda
2025-11-23T00:00:00.000Z,10,0,0,/boundary/171496,Rwanda
2025-11-24T00:00:00.000Z,10,1,1,/boundary/171496,Rwanda
2025-11-25T00:00:00.000Z,10,1,1,/boundary/171496,Rwanda
2025-11-26T00:00:00.000Z,10,0,1,/boundary/171496,Rwanda
2025-11-27T00:00:00.000Z,10,0,1,/boundary/171496,Rwanda
2025-06-01T00:00:00.000Z,1,0,1,/boundary/1872673,Samoa
2025-07-01T00:00:00.000Z,1,0,0,/boundary/1872673,Samoa
2025-08-01T00:00:00.000Z,1,0,0,/boundary/1872673,Samoa
2025-09-01T00:00:00.000Z,1,0,0,/boundary/1872673,Samoa
2025-10-01T00:00:00.000Z,1,0,0,/boundary/1872673,Samoa
2025-11-01T00:00:00.000Z,1,0,0,/boundary/1872673,Samoa
2025-11-02T00:00:00.000Z,1,0,0,/boundary/1872673,Samoa
2025-11-03T00:00:00.000Z,1,0,0,/boundary/1872673,Samoa
2025-11-04T00:00:00.000Z,1,0,0,/boundary/1872673,Samoa
2025-11-05T00:00:00.000Z,1,0,0,/boundary/1872673,Samoa
2025-11-06T00:00:00.000Z,1,0,0,/boundary/1872673,Samoa
2025-11-07T00:00:00.000Z,1,0,0,/boundary/1872673,Samoa
2025-11-08T00:00:00.000Z,1,0,0,/boundary/1872673,Samoa
2025-11-09T00:00:00.000Z,1,0,0,/boundary/1872673,Samoa
2025-11-10T00:00:00.000Z,1,0,0,/boundary/1872673,Samoa
2025-11-11T00:00:00.000Z,1,0,0,/boundary/1872673,Samoa
2025-11-12T00:00:00.000Z,1,0,0,/boundary/1872673,Samoa
2025-11-13T00:00:00.000Z,1,0,0,/boundary/1872673,Samoa
2025-11-14T00:00:00.000Z,1,0,0,/boundary/1872673,Samoa
2025-11-15T00:00:00.000Z,1,0,0,/boundary/1872673,Samoa
2025-11-16T00:00:00.000Z,1,0,0,/boundary/1872673,Samoa
2025-11-17T00:00:00.000Z,1,0,0,/boundary/1872673,Samoa
2025-11-18T00:00:00.000Z,1,1,1,/boundary/1872673,Samoa
2025-11-19T00:00:00.000Z,1,0,1,/boundary/1872673,Samoa
2025-11-20T00:00:00.000Z,1,0,1,/boundary/1872673,Samoa
2025-11-21T00:00:00.000Z,1,0,1,/boundary/1872673,Samoa
2025-11-22T00:00:00.000Z,1,0,1,/boundary/1872673,Samoa
2025-11-23T00:00:00.000Z,1,0,1,/boundary/1872673,Samoa
2025-11-24T00:00:00.000Z,1,0,1,/boundary/1872673,Samoa
2025-11-25T00:00:00.000Z,1,0,1,/boundary/1872673,Samoa
2025-11-26T00:00:00.000Z,1,0,1,/boundary/1872673,Samoa
2025-11-27T00:00:00.000Z,1,0,1,/boundary/1872673,Samoa
2025-11-01T00:00:00.000Z,2,0,2,/boundary/54624,San Marino
2025-11-01T00:00:00.000Z,2,0,2,/boundary/54624,San Marino
2025-11-02T00:00:00.000Z,2,0,2,/boundary/54624,San Marino
2025-11-02T00:00:00.000Z,2,0,2,/boundary/54624,San Marino
2025-11-03T00:00:00.000Z,2,0,1,/boundary/54624,San Marino
2025-11-03T00:00:00.000Z,2,0,1,/boundary/54624,San Marino
2025-11-04T00:00:00.000Z,2,0,1,/boundary/54624,San Marino
2025-11-04T00:00:00.000Z,2,0,1,/boundary/54624,San Marino
2025-11-05T00:00:00.000Z,2,0,1,/boundary/54624,San Marino
2025-11-05T00:00:00.000Z,2,0,1,/boundary/54624,San Marino
2025-11-06T00:00:00.000Z,2,0,1,/boundary/54624,San Marino
2025-11-06T00:00:00.000Z,2,0,1,/boundary/54624,San Marino
2025-11-07T00:00:00.000Z,2,0,1,/boundary/54624,San Marino
2025-11-07T00:00:00.000Z,2,0,1,/boundary/54624,San Marino
2025-11-08T00:00:00.000Z,2,0,1,/boundary/54624,San Marino
2025-11-08T00:00:00.000Z,2,0,1,/boundary/54624,San Marino
2025-11-09T00:00:00.000Z,2,0,1,/boundary/54624,San Marino
2025-11-09T00:00:00.000Z,2,0,1,/boundary/54624,San Marino
2025-11-10T00:00:00.000Z,2,0,1,/boundary/54624,San Marino
2025-11-10T00:00:00.000Z,2,0,1,/boundary/54624,San Marino
2025-11-11T00:00:00.000Z,2,0,1,/boundary/54624,San Marino
2025-11-11T00:00:00.000Z,2,0,1,/boundary/54624,San Marino
2025-11-12T00:00:00.000Z,2,0,1,/boundary/54624,San Marino
2025-11-12T00:00:00.000Z,2,0,1,/boundary/54624,San Marino
2025-11-13T00:00:00.000Z,2,0,1,/boundary/54624,San Marino
2025-11-13T00:00:00.000Z,2,0,1,/boundary/54624,San Marino
2025-11-14T00:00:00.000Z,2,0,1,/boundary/54624,San Marino
2025-11-14T00:00:00.000Z,2,0,1,/boundary/54624,San Marino
2025-11-15T00:00:00.000Z,2,0,1,/boundary/54624,San Marino
2025-11-15T00:00:00.000Z,2,0,1,/boundary/54624,San Marino
2025-11-16T00:00:00.000Z,2,0,1,/boundary/54624,San Marino
2025-11-16T00:00:00.000Z,2,0,1,/boundary/54624,San Marino
2025-11-17T00:00:00.000Z,2,0,1,/boundary/54624,San Marino
2025-11-17T00:00:00.000Z,2,0,1,/boundary/54624,San Marino
2025-11-18T00:00:00.000Z,2,0,1,/boundary/54624,San Marino
2025-11-18T00:00:00.000Z,2,0,1,/boundary/54624,San Marino
2025-11-19T00:00:00.000Z,2,0,1,/boundary/54624,San Marino
2025-11-19T00:00:00.000Z,2,0,1,/boundary/54624,San Marino
2025-11-20T00:00:00.000Z,2,0,0,/boundary/54624,San Marino
2025-11-20T00:00:00.000Z,2,0,0,/boundary/54624,San Marino
2025-11-21T00:00:00.000Z,2,0,0,/boundary/54624,San Marino
2025-11-21T00:00:00.000Z,2,0,0,/boundary/54624,San Marino
2025-11-22T00:00:00.000Z,2,0,0,/boundary/54624,San Marino
2025-11-22T00:00:00.000Z,2,0,0,/boundary/54624,San Marino
2025-11-23T00:00:00.000Z,2,0,0,/boundary/54624,San Marino
2025-11-23T00:00:00.000Z,2,0,0,/boundary/54624,San Marino
2025-11-24T00:00:00.000Z,2,0,0,/boundary/54624,San Marino
2025-11-24T00:00:00.000Z,2,0,0,/boundary/54624,San Marino
2025-11-25T00:00:00.000Z,2,0,0,/boundary/54624,San Marino
2025-11-25T00:00:00.000Z,2,0,0,/boundary/54624,San Marino
2025-11-26T00:00:00.000Z,2,0,0,/boundary/54624,San Marino
2025-11-26T00:00:00.000Z,2,0,0,/boundary/54624,San Marino
2025-11-27T00:00:00.000Z,2,0,0,/boundary/54624,San Marino
2025-11-27T00:00:00.000Z,2,0,0,/boundary/54624,San Marino
2025-11-01T00:00:00.000Z,2,0,2,/boundary/54624,San Marino
2025-11-01T00:00:00.000Z,2,0,2,/boundary/54624,San Marino
2025-11-02T00:00:00.000Z,2,0,2,/boundary/54624,San Marino
2025-11-02T00:00:00.000Z,2,0,2,/boundary/54624,San Marino
2025-11-03T00:00:00.000Z,2,0,1,/boundary/54624,San Marino
2025-11-03T00:00:00.000Z,2,0,1,/boundary/54624,San Marino
2025-11-04T00:00:00.000Z,2,0,1,/boundary/54624,San Marino
2025-11-04T00:00:00.000Z,2,0,1,/boundary/54624,San Marino
2025-11-05T00:00:00.000Z,2,0,1,/boundary/54624,San Marino
2025-11-05T00:00:00.000Z,2,0,1,/boundary/54624,San Marino
2025-11-06T00:00:00.000Z,2,0,1,/boundary/54624,San Marino
2025-11-06T00:00:00.000Z,2,0,1,/boundary/54624,San Marino
2025-11-07T00:00:00.000Z,2,0,1,/boundary/54624,San Marino
2025-11-07T00:00:00.000Z,2,0,1,/boundary/54624,San Marino
2025-11-08T00:00:00.000Z,2,0,1,/boundary/54624,San Marino
2025-11-08T00:00:00.000Z,2,0,1,/boundary/54624,San Marino
2025-11-09T00:00:00.000Z,2,0,1,/boundary/54624,San Marino
2025-11-09T00:00:00.000Z,2,0,1,/boundary/54624,San Marino
2025-11-10T00:00:00.000Z,2,0,1,/boundary/54624,San Marino
2025-11-10T00:00:00.000Z,2,0,1,/boundary/54624,San Marino
2025-11-11T00:00:00.000Z,2,0,1,/boundary/54624,San Marino
2025-11-11T00:00:00.000Z,2,0,1,/boundary/54624,San Marino
2025-11-12T00:00:00.000Z,2,0,1,/boundary/54624,San Marino
2025-11-12T00:00:00.000Z,2,0,1,/boundary/54624,San Marino
2025-11-13T00:00:00.000Z,2,0,1,/boundary/54624,San Marino
2025-11-13T00:00:00.000Z,2,0,1,/boundary/54624,San Marino
2025-11-14T00:00:00.000Z,2,0,1,/boundary/54624,San Marino
2025-11-14T00:00:00.000Z,2,0,1,/boundary/54624,San Marino
2025-11-15T00:00:00.000Z,2,0,1,/boundary/54624,San Marino
2025-11-15T00:00:00.000Z,2,0,1,/boundary/54624,San Marino
2025-11-16T00:00:00.000Z,2,0,1,/boundary/54624,San Marino
2025-11-16T00:00:00.000Z,2,0,1,/boundary/54624,San Marino
2025-11-17T00:00:00.000Z,2,0,1,/boundary/54624,San Marino
2025-11-17T00:00:00.000Z,2,0,1,/boundary/54624,San Marino
2025-11-18T00:00:00.000Z,2,0,1,/boundary/54624,San Marino
2025-11-18T00:00:00.000Z,2,0,1,/boundary/54624,San Marino
2025-11-19T00:00:00.000Z,2,0,1,/boundary/54624,San Marino
2025-11-19T00:00:00.000Z,2,0,1,/boundary/54624,San Marino
2025-11-20T00:00:00.000Z,2,0,0,/boundary/54624,San Marino
2025-11-20T00:00:00.000Z,2,0,0,/boundary/54624,San Marino
2025-11-21T00:00:00.000Z,2,0,0,/boundary/54624,San Marino
2025-11-21T00:00:00.000Z,2,0,0,/boundary/54624,San Marino
2025-11-22T00:00:00.000Z,2,0,0,/boundary/54624,San Marino
2025-11-22T00:00:00.000Z,2,0,0,/boundary/54624,San Marino
2025-11-23T00:00:00.000Z,2,0,0,/boundary/54624,San Marino
2025-11-23T00:00:00.000Z,2,0,0,/boundary/54624,San Marino
2025-11-24T00:00:00.000Z,2,0,0,/boundary/54624,San Marino
2025-11-24T00:00:00.000Z,2,0,0,/boundary/54624,San Marino
2025-11-25T00:00:00.000Z,2,0,0,/boundary/54624,San Marino
2025-11-25T00:00:00.000Z,2,0,0,/boundary/54624,San Marino
2025-11-26T00:00:00.000Z,2,0,0,/boundary/54624,San Marino
2025-11-26T00:00:00.000Z,2,0,0,/boundary/54624,San Marino
2025-11-27T00:00:00.000Z,2,0,0,/boundary/54624,San Marino
2025-11-27T00:00:00.000Z,2,0,0,/boundary/54624,San Marino
2024-02-01T00:00:00.000Z,4,2,4,/boundary/307584,Saudi Arabia
2024-03-01T00:00:00.000Z,4,0,2,/boundary/307584,Saudi Arabia
2024-04-01T00:00:00.000Z,5,0,1,/boundary/307584,Saudi Arabia
2024-05-01T00:00:00.000Z,7,0,3,/boundary/307584,Saudi Arabia
2024-06-01T00:00:00.000Z,11,0,5,/boundary/307584,Saudi Arabia
2024-07-01T00:00:00.000Z,11,0,0,/boundary/307584,Saudi Arabia
2024-08-01T00:00:00.000Z,11,1,2,/boundary/307584,Saudi Arabia
2024-09-01T00:00:00.000Z,13,0,3,/boundary/307584,Saudi Arabia
2024-10-01T00:00:00.000Z,16,0,5,/boundary/307584,Saudi Arabia
2024-11-01T00:00:00.000Z,19,0,4,/boundary/307584,Saudi Arabia
2024-12-01T00:00:00.000Z,22,0,3,/boundary/307584,Saudi Arabia
2025-01-01T00:00:00.000Z,22,0,2,/boundary/307584,Saudi Arabia
2025-02-01T00:00:00.000Z,27,0,5,/boundary/307584,Saudi Arabia
2025-03-01T00:00:00.000Z,28,0,2,/boundary/307584,Saudi Arabia
2025-04-01T00:00:00.000Z,30,0,5,/boundary/307584,Saudi Arabia
2025-05-01T00:00:00.000Z,31,0,3,/boundary/307584,Saudi Arabia
2025-06-01T00:00:00.000Z,31,0,1,/boundary/307584,Saudi Arabia
2025-07-01T00:00:00.000Z,35,0,6,/boundary/307584,Saudi Arabia
2025-08-01T00:00:00.000Z,37,0,3,/boundary/307584,Saudi Arabia
2025-09-01T00:00:00.000Z,37,1,2,/boundary/307584,Saudi Arabia
2025-10-01T00:00:00.000Z,41,0,5,/boundary/307584,Saudi Arabia
2025-11-01T00:00:00.000Z,43,0,3,/boundary/307584,Saudi Arabia
