x,amount,amount_1d,amount_30d,labels.distribution.amount,labels.distribution.amount_1d,labels.distribution.amount_30d,labels.transmission.amount,labels.transmission.amount_1d,labels.transmission.amount_30d,labels.transmission_overhead.amount,labels.transmission_overhead.amount_1d,labels.transmission_overhead.amount_30d,id_relation,Pays
2025-11-05T00:00:00.000Z,65,1,10,36,1,9,47,0,4,42,0,4,/boundary/556706,New Zealand
2025-11-06T00:00:00.000Z,65,1,11,36,1,10,47,0,4,42,0,4,/boundary/556706,New Zealand
2025-11-07T00:00:00.000Z,65,0,11,36,0,10,47,0,4,42,0,4,/boundary/556706,New Zealand
2025-11-08T00:00:00.000Z,65,1,11,36,1,10,47,1,4,42,1,4,/boundary/556706,New Zealand
2025-11-09T00:00:00.000Z,65,0,11,36,0,10,47,0,4,42,0,4,/boundary/556706,New Zealand
2025-11-10T00:00:00.000Z,65,0,11,36,0,10,47,0,4,42,0,4,/boundary/556706,New Zealand
2025-11-11T00:00:00.000Z,65,1,10,36,1,9,47,0,4,42,0,4,/boundary/556706,New Zealand
2025-11-12T00:00:00.000Z,65,1,10,36,1,9,47,0,4,42,0,4,/boundary/556706,New Zealand
2025-11-13T00:00:00.000Z,65,0,10,36,0,9,47,0,4,42,0,4,/boundary/556706,New Zealand
2025-11-14T00:00:00.000Z,65,0,10,36,0,9,47,0,4,42,0,4,/boundary/556706,New Zealand
2025-11-15T00:00:00.000Z,65,0,10,36,0,9,47,0,4,42,0,4,/boundary/556706,New Zealand
2025-11-16T00:00:00.000Z,66,2,11,36,1,9,48,1,5,43,1,5,/boundary/556706,New Zealand
2025-11-17T00:00:00.000Z,66,1,11,36,1,9,48,0,5,43,0,5,/boundary/556706,New Zealand
2025-11-18T00:00:00.000Z,66,2,11,36,1,9,48,1,5,43,1,5,/boundary/556706,New Zealand
2025-11-19T00:00:00.000Z,66,2,12,36,1,10,48,1,5,43,1,5,/boundary/556706,New Zealand
2025-11-20T00:00:00.000Z,66,1,12,36,1,10,48,1,5,43,1,5,/boundary/556706,New Zealand
2025-11-21T00:00:00.000Z,66,1,12,36,1,10,48,0,5,43,0,5,/boundary/556706,New Zealand
2025-11-22T00:00:00.000Z,66,1,13,36,1,11,48,0,5,43,0,5,/boundary/556706,New Zealand
2025-11-23T00:00:00.000Z,68,4,15,37,3,12,49,1,6,43,0,5,/boundary/556706,New Zealand
2025-11-24T00:00:00.000Z,68,0,14,37,0,11,49,0,6,43,0,5,/boundary/556706,New Zealand
2025-11-25T00:00:00.000Z,68,1,14,37,1,11,49,0,6,43,0,5,/boundary/556706,New Zealand
2025-11-26T00:00:00.000Z,68,2,15,37,2,12,49,1,7,43,1,6,/boundary/556706,New Zealand
2025-11-27T00:00:00.000Z,68,1,15,37,1,12,49,1,7,43,1,6,/boundary/556706,New Zealand
2024-01-01T00:00:00.000Z,0,0,1,,,,0,0,1,0,0,1,/boundary/287666,Nicaragua
2024-03-01T00:00:00.000Z,3,0,3,,,,3,0,3,3,0,3,/boundary/287666,Nicaragua
2024-04-01T00:00:00.000Z,4,0,1,,,,4,0,1,4,0,1,/boundary/287666,Nicaragua
2024-05-01T00:00:00.000Z,4,0,0,,,,4,0,0,4,0,0,/boundary/287666,Nicaragua
2024-06-01T00:00:00.000Z,7,0,4,,,,7,0,4,7,0,4,/boundary/287666,Nicaragua
2024-07-01T00:00:00.000Z,13,1,7,,,,13,1,7,13,1,7,/boundary/287666,Nicaragua
2024-08-01T00:00:00.000Z,14,0,1,,,,13,0,0,13,0,0,/boundary/287666,Nicaragua
2024-09-01T00:00:00.000Z,15,0,1,,,,14,0,1,14,0,1,/boundary/287666,Nicaragua
2024-10-01T00:00:00.000Z,16,0,2,,,,15,0,2,15,0,2,/boundary/287666,Nicaragua
2024-11-01T00:00:00.000Z,17,0,1,,,,16,0,1,16,0,1,/boundary/287666,Nicaragua
2024-12-01T00:00:00.000Z,18,0,2,,,,17,0,2,17,0,2,/boundary/287666,Nicaragua
2025-01-01T00:00:00.000Z,18,0,0,,,,17,0,0,17,0,0,/boundary/287666,Nicaragua
2025-02-01T00:00:00.000Z,18,0,0,,,,17,0,0,17,0,0,/boundary/287666,Nicaragua
2025-03-01T00:00:00.000Z,19,0,2,,,,18,0,2,18,0,2,/boundary/287666,Nicaragua
2025-04-01T00:00:00.000Z,20,0,2,,,,19,0,2,19,0,2,/boundary/287666,Nicaragua
2025-05-01T00:00:00.000Z,20,0,2,,,,19,0,2,19,0,2,/boundary/287666,Nicaragua
2025-06-01T00:00:00.000Z,20,0,2,,,,19,0,2,19,0,2,/boundary/287666,Nicaragua
2025-07-01T00:00:00.000Z,21,0,1,,,,20,0,1,20,0,1,/boundary/287666,Nicaragua
2025-08-01T00:00:00.000Z,21,0,2,,,,20,0,2,20,0,2,/boundary/287666,Nicaragua
2025-09-01T00:00:00.000Z,21,0,2,,,,20,0,2,20,0,2,/boundary/287666,Nicaragua
2025-10-01T00:00:00.000Z,21,0,2,,,,20,0,2,20,0,2,/boundary/287666,Nicaragua
2025-11-01T00:00:00.000Z,21,0,1,,,,20,0,1,20,0,1,/boundary/287666,Nicaragua
2025-11-02T00:00:00.000Z,22,1,2,,,,21,1,2,21,1,2,/boundary/287666,Nicaragua
2025-11-03T00:00:00.000Z,22,0,2,,,,21,0,2,21,0,2,/boundary/287666,Nicaragua
2025-11-04T00:00:00.000Z,22,0,2,,,,21,0,2,21,0,2,/boundary/287666,Nicaragua
2025-11-05T00:00:00.000Z,22,0,2,,,,21,0,2,21,0,2,/boundary/287666,Nicaragua
2025-11-06T00:00:00.000Z,22,0,2,,,,21,0,2,21,0,2,/boundary/287666,Nicaragua
2025-11-07T00:00:00.000Z,22,0,2,,,,21,0,2,21,0,2,/boundary/287666,Nicaragua
2025-11-08T00:00:00.000Z,22,0,2,,,,21,0,2,21,0,2,/boundary/287666,Nicaragua
2025-11-09T00:00:00.000Z,22,0,2,,,,21,0,2,21,0,2,/boundary/287666,Nicaragua
2025-11-10T00:00:00.000Z,22,0,2,,,,21,0,2,21,0,2,/boundary/287666,Nicaragua
2025-11-11T00:00:00.000Z,22,0,2,,,,21,0,2,21,0,2,/boundary/287666,Nicaragua
2025-11-12T00:00:00.000Z,22,0,2,,,,21,0,2,21,0,2,/boundary/287666,Nicaragua
2025-11-13T00:00:00.000Z,22,0,1,,,,21,0,1,21,0,1,/boundary/287666,Nicaragua
2025-11-14T00:00:00.000Z,22,0,1,,,,21,0,1,21,0,1,/boundary/287666,Nicaragua
2025-11-15T00:00:00.000Z,22,0,1,,,,21,0,1,21,0,1,/boundary/287666,Nicaragua
2025-11-16T00:00:00.000Z,22,0,1,,,,21,0,1,21,0,1,/boundary/287666,Nicaragua
2025-11-17T00:00:00.000Z,22,0,1,,,,21,0,1,21,0,1,/boundary/287666,Nicaragua
2025-11-18T00:00:00.000Z,22,0,1,,,,21,0,1,21,0,1,/boundary/287666,Nicaragua
2025-11-19T00:00:00.000Z,23,1,2,,,,22,1,2,22,1,2,/boundary/287666,Nicaragua
2025-11-20T00:00:00.000Z,23,0,2,,,,22,0,2,22,0,2,/boundary/287666,Nicaragua
2025-11-21T00:00:00.000Z,23,0,2,,,,22,0,2,22,0,2,/boundary/287666,Nicaragua
2025-11-22T00:00:00.000Z,23,0,2,,,,22,0,2,22,0,2,/boundary/287666,Nicaragua
2025-11-23T00:00:00.000Z,23,0,2,,,,22,0,2,22,0,2,/boundary/287666,Nicaragua
2025-11-24T00:00:00.000Z,23,0,2,,,,22,0,2,22,0,2,/boundary/287666,Nicaragua
2025-11-25T00:00:00.000Z,23,0,2,,,,22,0,2,22,0,2,/boundary/287666,Nicaragua
2025-11-26T00:00:00.000Z,23,0,2,,,,22,0,2,22,0,2,/boundary/287666,Nicaragua
2025-11-27T00:00:00.000Z,23,0,2,,,,22,0,2,22,0,2,/boundary/287666,Nicaragua
2024-03-01T00:00:00.000Z,1,0,1,,,,,,,,,,/boundary/192786,Niger
2024-04-01T00:00:00.000Z,2,0,1,,,,1,0,1,1,0,1,/boundary/192786,Niger
2024-05-01T00:00:00.000Z,2,0,0,,,,1,0,0,1,0,0,/boundary/192786,Niger
2024-06-01T00:00:00.000Z,3,0,1,,,,2,0,1,2,0,1,/boundary/192786,Niger
2024-07-01T00:00:00.000Z,4,0,2,,,,3,0,2,3,0,2,/boundary/192786,Niger
2024-08-01T00:00:00.000Z,5,0,0,,,,4,0,0,4,0,0,/boundary/192786,Niger
2024-09-01T00:00:00.000Z,5,0,0,,,,4,0,0,4,0,0,/boundary/192786,Niger
2024-10-01T00:00:00.000Z,5,0,0,,,,4,0,0,4,0,0,/boundary/192786,Niger
2024-11-01T00:00:00.000Z,6,0,1,,,,5,0,1,5,0,1,/boundary/192786,Niger
2024-12-01T00:00:00.000Z,6,0,0,,,,5,0,0,5,0,0,/boundary/192786,Niger
2025-01-01T00:00:00.000Z,7,0,1,,,,6,0,1,6,0,1,/boundary/192786,Niger
2025-02-01T00:00:00.000Z,7,0,0,,,,6,0,0,6,0,0,/boundary/192786,Niger
2025-03-01T00:00:00.000Z,10,0,3,,,,6,0,0,6,0,0,/boundary/192786,Niger
2025-04-01T00:00:00.000Z,11,0,1,,,,6,0,0,6,0,0,/boundary/192786,Niger
2025-05-01T00:00:00.000Z,13,0,3,,,,7,0,2,7,0,2,/boundary/192786,Niger
2025-06-01T00:00:00.000Z,13,0,0,,,,7,0,0,7,0,0,/boundary/192786,Niger
2025-07-01T00:00:00.000Z,13,0,0,,,,7,0,0,7,0,0,/boundary/192786,Niger
2025-08-01T00:00:00.000Z,13,0,0,,,,7,0,0,7,0,0,/boundary/192786,Niger
2025-09-01T00:00:00.000Z,13,0,0,,,,7,0,0,7,0,0,/boundary/192786,Niger
2025-10-01T00:00:00.000Z,15,0,2,,,,8,0,1,8,0,1,/boundary/192786,Niger
2025-11-01T00:00:00.000Z,15,0,0,,,,8,0,0,8,0,0,/boundary/192786,Niger
2025-11-02T00:00:00.000Z,15,0,0,,,,8,0,0,8,0,0,/boundary/192786,Niger
2025-11-03T00:00:00.000Z,15,0,0,,,,8,0,0,8,0,0,/boundary/192786,Niger
2025-11-04T00:00:00.000Z,15,0,0,,,,8,0,0,8,0,0,/boundary/192786,Niger
2025-11-05T00:00:00.000Z,15,0,0,,,,8,0,0,8,0,0,/boundary/192786,Niger
2025-11-06T00:00:00.000Z,15,0,0,,,,8,0,0,8,0,0,/boundary/192786,Niger
2025-11-07T00:00:00.000Z,15,0,0,,,,8,0,0,8,0,0,/boundary/192786,Niger
2025-11-08T00:00:00.000Z,15,0,0,,,,8,0,0,8,0,0,/boundary/192786,Niger
2025-11-09T00:00:00.000Z,15,0,0,,,,8,0,0,8,0,0,/boundary/192786,Niger
2025-11-10T00:00:00.000Z,15,0,0,,,,8,0,0,8,0,0,/boundary/192786,Niger
2025-11-11T00:00:00.000Z,15,0,0,,,,8,0,0,8,0,0,/boundary/192786,Niger
2025-11-12T00:00:00.000Z,15,0,0,,,,8,0,0,8,0,0,/boundary/192786,Niger
2025-11-13T00:00:00.000Z,15,0,0,,,,8,0,0,8,0,0,/boundary/192786,Niger
2025-11-14T00:00:00.000Z,15,0,0,,,,8,0,0,8,0,0,/boundary/192786,Niger
2025-11-15T00:00:00.000Z,15,0,0,,,,8,0,0,8,0,0,/boundary/192786,Niger
2025-11-16T00:00:00.000Z,15,0,0,,,,8,0,0,8,0,0,/boundary/192786,Niger
2025-11-17T00:00:00.000Z,15,0,0,,,,8,0,0,8,0,0,/boundary/192786,Niger
2025-11-18T00:00:00.000Z,15,0,0,,,,8,0,0,8,0,0,/boundary/192786,Niger
2025-11-19T00:00:00.000Z,15,0,0,,,,8,0,0,8,0,0,/boundary/192786,Niger
2025-11-20T00:00:00.000Z,15,0,0,,,,8,0,0,8,0,0,/boundary/192786,Niger
2025-11-21T00:00:00.000Z,15,0,0,,,,8,0,0,8,0,0,/boundary/192786,Niger
2025-11-22T00:00:00.000Z,15,0,0,,,,8,0,0,8,0,0,/boundary/192786,Niger
2025-11-23T00:00:00.000Z,15,0,0,,,,8,0,0,8,0,0,/boundary/192786,Niger
2025-11-24T00:00:00.000Z,15,0,0,,,,8,0,0,8,0,0,/boundary/192786,Niger
2025-11-25T00:00:00.000Z,15,0,0,,,,8,0,0,8,0,0,/boundary/192786,Niger
2025-11-26T00:00:00.000Z,15,0,0,,,,8,0,0,8,0,0,/boundary/192786,Niger
2025-11-27T00:00:00.000Z,15,0,0,,,,8,0,0,8,0,0,/boundary/192786,Niger
2024-01-01T00:00:00.000Z,0,0,6,,,,0,0,5,0,0,5,/boundary/192787,Nigeria
2024-02-01T00:00:00.000Z,3,1,3,,,,2,1,2,2,1,2,/boundary/192787,Nigeria
2024-03-01T00:00:00.000Z,18,0,16,,,,15,0,14,15,0,14,/boundary/192787,Nigeria
2024-04-01T00:00:00.000Z,32,0,22,,,,28,0,20,28,0,20,/boundary/192787,Nigeria
2024-05-01T00:00:00.000Z,49,1,25,,,,46,1,25,46,1,25,/boundary/192787,Nigeria
2024-06-01T00:00:00.000Z,66,3,30,,,,60,1,26,60,1,26,/boundary/192787,Nigeria
2024-07-01T00:00:00.000Z,69,0,13,,,,65,0,13,65,0,13,/boundary/192787,Nigeria
2024-08-01T00:00:00.000Z,71,0,2,1,0,1,66,0,1,66,0,1,/boundary/192787,Nigeria
2024-09-01T00:00:00.000Z,71,0,0,1,0,0,66,0,0,66,0,0,/boundary/192787,Nigeria
2024-10-01T00:00:00.000Z,73,0,2,1,0,0,67,0,1,67,0,1,/boundary/192787,Nigeria
2024-11-01T00:00:00.000Z,76,0,3,1,0,0,70,0,3,70,0,3,/boundary/192787,Nigeria
2024-12-01T00:00:00.000Z,76,0,1,1,0,0,70,0,1,70,0,1,/boundary/192787,Nigeria
2025-01-01T00:00:00.000Z,76,0,1,1,0,0,70,0,1,70,0,1,/boundary/192787,Nigeria
2025-02-01T00:00:00.000Z,76,0,0,1,0,0,70,0,0,70,0,0,/boundary/192787,Nigeria
2025-03-01T00:00:00.000Z,77,0,2,1,0,0,71,0,2,71,0,2,/boundary/192787,Nigeria
2025-04-01T00:00:00.000Z,79,0,2,1,0,0,73,0,2,73,0,2,/boundary/192787,Nigeria
2025-05-01T00:00:00.000Z,80,0,2,1,0,0,74,0,2,74,0,2,/boundary/192787,Nigeria
2025-06-01T00:00:00.000Z,85,0,7,1,0,0,79,0,7,79,0,7,/boundary/192787,Nigeria
2025-07-01T00:00:00.000Z,89,0,6,1,0,0,82,0,5,82,0,5,/boundary/192787,Nigeria
2025-08-01T00:00:00.000Z,92,1,5,1,0,0,86,1,5,86,1,5,/boundary/192787,Nigeria
2025-09-01T00:00:00.000Z,94,0,3,1,0,0,87,0,2,87,0,2,/boundary/192787,Nigeria
2025-10-01T00:00:00.000Z,96,0,3,1,0,0,89,0,3,89,0,3,/boundary/192787,Nigeria
2025-11-01T00:00:00.000Z,97,0,2,1,0,0,90,0,2,90,0,2,/boundary/192787,Nigeria
2025-11-02T00:00:00.000Z,97,0,2,1,0,0,90,0,2,90,0,2,/boundary/192787,Nigeria
2025-11-03T00:00:00.000Z,98,1,3,1,0,0,91,1,3,91,1,3,/boundary/192787,Nigeria
2025-11-04T00:00:00.000Z,98,0,3,1,0,0,91,0,3,91,0,3,/boundary/192787,Nigeria
2025-11-05T00:00:00.000Z,98,0,3,1,0,0,91,0,3,91,0,3,/boundary/192787,Nigeria
2025-11-06T00:00:00.000Z,98,0,3,1,0,0,91,0,3,91,0,3,/boundary/192787,Nigeria
2025-11-07T00:00:00.000Z,98,0,3,1,0,0,91,0,3,91,0,3,/boundary/192787,Nigeria
2025-11-08T00:00:00.000Z,98,0,3,1,0,0,91,0,3,91,0,3,/boundary/192787,Nigeria
2025-11-09T00:00:00.000Z,98,1,4,1,0,0,91,0,3,91,0,3,/boundary/192787,Nigeria
2025-11-10T00:00:00.000Z,98,0,4,1,0,0,91,0,3,91,0,3,/boundary/192787,Nigeria
2025-11-11T00:00:00.000Z,98,0,4,1,0,0,91,0,3,91,0,3,/boundary/192787,Nigeria
2025-11-12T00:00:00.000Z,98,1,5,1,0,0,91,1,4,91,1,4,/boundary/192787,Nigeria
2025-11-13T00:00:00.000Z,98,0,5,1,0,0,91,0,4,91,0,4,/boundary/192787,Nigeria
2025-11-14T00:00:00.000Z,98,0,5,1,0,0,91,0,4,91,0,4,/boundary/192787,Nigeria
2025-11-15T00:00:00.000Z,98,0,5,1,0,0,91,0,4,91,0,4,/boundary/192787,Nigeria
2025-11-16T00:00:00.000Z,98,0,5,1,0,0,91,0,4,91,0,4,/boundary/192787,Nigeria
2025-11-17T00:00:00.000Z,98,0,5,1,0,0,91,0,4,91,0,4,/boundary/192787,Nigeria
2025-11-18T00:00:00.000Z,98,0,5,1,0,0,91,0,4,91,0,4,/boundary/192787,Nigeria
2025-11-19T00:00:00.000Z,98,0,5,1,0,0,91,0,4,91,0,4,/boundary/192787,Nigeria
2025-11-20T00:00:00.000Z,98,0,5,1,0,0,91,0,4,91,0,4,/boundary/192787,Nigeria
2025-11-21T00:00:00.000Z,99,2,5,1,0,0,91,0,3,91,0,3,/boundary/192787,Nigeria
2025-11-22T00:00:00.000Z,99,0,5,1,0,0,91,0,3,91,0,3,/boundary/192787,Nigeria
2025-11-23T00:00:00.000Z,99,0,5,1,0,0,91,0,3,91,0,3,/boundary/192787,Nigeria
2025-11-24T00:00:00.000Z,99,0,5,1,0,0,91,0,3,91,0,3,/boundary/192787,Nigeria
2025-11-25T00:00:00.000Z,99,0,5,1,0,0,91,0,3,91,0,3,/boundary/192787,Nigeria
2025-11-26T00:00:00.000Z,99,0,5,1,0,0,91,0,3,91,0,3,/boundary/192787,Nigeria
2025-11-27T00:00:00.000Z,99,1,5,1,0,0,91,0,3,91,0,3,/boundary/192787,Nigeria
2024-01-01T00:00:00.000Z,0,0,2,,,,0,0,1,0,0,1,/boundary/192734,North Korea
2024-02-01T00:00:00.000Z,1,0,1,,,,1,0,1,1,0,1,/boundary/192734,North Korea
2024-03-01T00:00:00.000Z,3,0,2,,,,2,0,1,2,0,1,/boundary/192734,North Korea
2024-04-01T00:00:00.000Z,4,0,3,,,,3,0,1,3,0,1,/boundary/192734,North Korea
2024-05-01T00:00:00.000Z,5,0,1,,,,4,0,1,4,0,1,/boundary/192734,North Korea
2024-06-01T00:00:00.000Z,6,0,1,,,,4,0,0,4,0,0,/boundary/192734,North Korea
2024-07-01T00:00:00.000Z,6,0,0,,,,4,0,0,4,0,0,/boundary/192734,North Korea
2024-08-01T00:00:00.000Z,7,0,1,,,,5,0,1,5,0,1,/boundary/192734,North Korea
2024-09-01T00:00:00.000Z,8,0,1,,,,6,0,1,6,0,1,/boundary/192734,North Korea
2024-10-01T00:00:00.000Z,8,0,1,,,,6,0,0,6,0,0,/boundary/192734,North Korea
2024-11-01T00:00:00.000Z,10,0,2,,,,6,0,0,6,0,0,/boundary/192734,North Korea
2024-12-01T00:00:00.000Z,12,0,3,,,,8,0,2,8,0,2,/boundary/192734,North Korea
2025-01-01T00:00:00.000Z,17,1,6,,,,12,0,4,12,0,4,/boundary/192734,North Korea
2025-02-01T00:00:00.000Z,18,0,4,,,,14,0,2,14,0,2,/boundary/192734,North Korea
2025-03-01T00:00:00.000Z,18,0,3,,,,14,0,1,14,0,1,/boundary/192734,North Korea
2025-04-01T00:00:00.000Z,19,0,2,,,,14,0,0,14,0,0,/boundary/192734,North Korea
2025-05-01T00:00:00.000Z,19,0,2,,,,14,0,1,14,0,1,/boundary/192734,North Korea
2025-06-01T00:00:00.000Z,19,0,2,,,,14,0,2,14,0,2,/boundary/192734,North Korea
2025-07-01T00:00:00.000Z,19,0,0,,,,14,0,0,14,0,0,/boundary/192734,North Korea
2025-08-01T00:00:00.000Z,19,0,2,,,,15,0,1,15,0,1,/boundary/192734,North Korea
2025-09-01T00:00:00.000Z,19,0,2,,,,15,0,1,15,0,1,/boundary/192734,North Korea
2025-10-01T00:00:00.000Z,20,0,3,,,,16,0,1,16,0,1,/boundary/192734,North Korea
2025-11-01T00:00:00.000Z,22,0,3,,,,16,0,0,16,0,0,/boundary/192734,North Korea
2025-11-02T00:00:00.000Z,22,0,3,,,,16,0,0,16,0,0,/boundary/192734,North Korea
2025-11-03T00:00:00.000Z,22,0,3,,,,16,0,0,16,0,0,/boundary/192734,North Korea
2025-11-04T00:00:00.000Z,22,0,2,,,,16,0,0,16,0,0,/boundary/192734,North Korea
2025-11-05T00:00:00.000Z,22,0,2,,,,16,0,0,16,0,0,/boundary/192734,North Korea
2025-11-06T00:00:00.000Z,22,0,2,,,,16,0,0,16,0,0,/boundary/192734,North Korea
2025-11-07T00:00:00.000Z,22,1,2,,,,17,1,1,17,1,1,/boundary/192734,North Korea
2025-11-08T00:00:00.000Z,22,1,2,,,,17,0,1,17,0,1,/boundary/192734,North Korea
2025-11-09T00:00:00.000Z,22,0,2,,,,17,0,1,17,0,1,/boundary/192734,North Korea
2025-11-10T00:00:00.000Z,22,0,2,,,,17,0,1,17,0,1,/boundary/192734,North Korea
2025-11-11T00:00:00.000Z,22,2,2,,,,17,0,1,17,0,1,/boundary/192734,North Korea
2025-11-12T00:00:00.000Z,22,1,2,,,,17,1,1,17,1,1,/boundary/192734,North Korea
2025-11-13T00:00:00.000Z,22,1,2,,,,17,1,1,17,1,1,/boundary/192734,North Korea
2025-11-14T00:00:00.000Z,22,1,2,,,,17,0,1,17,0,1,/boundary/192734,North Korea
2025-11-15T00:00:00.000Z,22,1,2,,,,17,0,1,17,0,1,/boundary/192734,North Korea
2025-11-16T00:00:00.000Z,22,0,2,,,,17,0,1,17,0,1,/boundary/192734,North Korea
2025-11-17T00:00:00.000Z,22,0,2,,,,17,0,1,17,0,1,/boundary/192734,North Korea
2025-11-18T00:00:00.000Z,22,1,2,,,,17,1,1,17,1,1,/boundary/192734,North Korea
2025-11-19T00:00:00.000Z,22,1,2,,,,17,1,1,17,1,1,/boundary/192734,North Korea
2025-11-20T00:00:00.000Z,22,0,2,,,,17,0,1,17,0,1,/boundary/192734,North Korea
2025-11-21T00:00:00.000Z,22,0,2,,,,17,0,1,17,0,1,/boundary/192734,North Korea
2025-11-22T00:00:00.000Z,22,0,2,,,,17,0,1,17,0,1,/boundary/192734,North Korea
2025-11-23T00:00:00.000Z,22,0,2,,,,17,0,1,17,0,1,/boundary/192734,North Korea
2025-11-24T00:00:00.000Z,22,0,2,,,,17,0,1,17,0,1,/boundary/192734,North Korea
2025-11-25T00:00:00.000Z,22,1,2,,,,17,0,1,17,0,1,/boundary/192734,North Korea
2025-11-26T00:00:00.000Z,22,1,2,,,,17,1,1,17,1,1,/boundary/192734,North Korea
2025-11-27T00:00:00.000Z,22,1,2,,,,17,1,1,17,1,1,/boundary/192734,North Korea
2024-03-01T00:00:00.000Z,1,1,1,,,,1,1,1,1,1,1,/boundary/53293,North Macedonia
2024-04-01T00:00:00.000Z,1,0,0,,,,1,0,0,1,0,0,/boundary/53293,North Macedonia
2024-05-01T00:00:00.000Z,2,0,1,,,,2,0,1,2,0,1,/boundary/53293,North Macedonia
2024-06-01T00:00:00.000Z,2,0,0,,,,2,0,0,2,0,0,/boundary/53293,North Macedonia
2024-07-01T00:00:00.000Z,3,0,1,,,,3,0,1,3,0,1,/boundary/53293,North Macedonia
2024-08-01T00:00:00.000Z,5,0,2,,,,4,0,1,4,0,1,/boundary/53293,North Macedonia
2024-09-01T00:00:00.000Z,7,0,2,,,,5,0,1,5,0,1,/boundary/53293,North Macedonia
2024-10-01T00:00:00.000Z,8,0,3,,,,6,0,2,6,0,2,/boundary/53293,North Macedonia
2024-11-01T00:00:00.000Z,8,0,1,,,,6,0,1,6,0,1,/boundary/53293,North Macedonia
2024-12-01T00:00:00.000Z,8,0,2,1,0,1,7,0,2,7,0,2,/boundary/53293,North Macedonia
2025-01-01T00:00:00.000Z,8,0,0,1,0,0,7,0,0,7,0,0,/boundary/53293,North Macedonia
2025-02-01T00:00:00.000Z,10,1,2,1,0,0,9,1,2,9,1,2,/boundary/53293,North Macedonia
2025-03-01T00:00:00.000Z,10,0,2,1,0,0,9,0,2,9,0,2,/boundary/53293,North Macedonia
2025-04-01T00:00:00.000Z,12,0,2,1,0,0,11,0,2,11,0,2,/boundary/53293,North Macedonia
2025-05-01T00:00:00.000Z,13,1,2,1,0,0,12,1,2,12,1,2,/boundary/53293,North Macedonia
2025-06-01T00:00:00.000Z,15,0,3,1,0,0,14,0,3,14,0,3,/boundary/53293,North Macedonia
2025-07-01T00:00:00.000Z,15,0,1,1,0,0,14,0,1,14,0,1,/boundary/53293,North Macedonia
2025-08-01T00:00:00.000Z,15,0,1,1,0,0,14,0,1,14,0,1,/boundary/53293,North Macedonia
2025-09-01T00:00:00.000Z,16,0,2,1,0,0,15,0,2,15,0,2,/boundary/53293,North Macedonia
2025-10-01T00:00:00.000Z,16,0,0,1,0,0,15,0,0,15,0,0,/boundary/53293,North Macedonia
2025-11-01T00:00:00.000Z,16,0,1,1,0,0,15,0,1,15,0,1,/boundary/53293,North Macedonia
2025-11-02T00:00:00.000Z,16,0,1,1,0,0,15,0,1,15,0,1,/boundary/53293,North Macedonia
2025-11-03T00:00:00.000Z,16,0,1,1,0,0,15,0,1,15,0,1,/boundary/53293,North Macedonia
2025-11-04T00:00:00.000Z,16,0,1,1,0,0,15,0,1,15,0,1,/boundary/53293,North Macedonia
2025-11-05T00:00:00.000Z,16,0,1,1,0,0,15,0,1,15,0,1,/boundary/53293,North Macedonia
2025-11-06T00:00:00.000Z,16,0,1,1,0,0,15,0,1,15,0,1,/boundary/53293,North Macedonia
2025-11-07T00:00:00.000Z,16,0,1,1,0,0,15,0,1,15,0,1,/boundary/53293,North Macedonia
2025-11-08T00:00:00.000Z,16,0,1,1,0,0,15,0,1,15,0,1,/boundary/53293,North Macedonia
2025-11-09T00:00:00.000Z,16,0,1,1,0,0,15,0,1,15,0,1,/boundary/53293,North Macedonia
2025-11-10T00:00:00.000Z,16,0,1,1,0,0,15,0,1,15,0,1,/boundary/53293,North Macedonia
2025-11-11T00:00:00.000Z,16,1,2,1,0,0,15,1,2,15,1,2,/boundary/53293,North Macedonia
2025-11-12T00:00:00.000Z,16,0,2,1,0,0,15,0,2,15,0,2,/boundary/53293,North Macedonia
2025-11-13T00:00:00.000Z,16,0,2,1,0,0,15,0,2,15,0,2,/boundary/53293,North Macedonia
2025-11-14T00:00:00.000Z,16,0,2,1,0,0,15,0,2,15,0,2,/boundary/53293,North Macedonia
2025-11-15T00:00:00.000Z,16,0,2,1,0,0,15,0,2,15,0,2,/boundary/53293,North Macedonia
2025-11-16T00:00:00.000Z,16,0,2,1,0,0,15,0,2,15,0,2,/boundary/53293,North Macedonia
2025-11-17T00:00:00.000Z,16,0,2,1,0,0,15,0,2,15,0,2,/boundary/53293,North Macedonia
2025-11-18T00:00:00.000Z,16,0,2,1,0,0,15,0,2,15,0,2,/boundary/53293,North Macedonia
2025-11-19T00:00:00.000Z,16,0,2,1,0,0,15,0,2,15,0,2,/boundary/53293,North Macedonia
2025-11-20T00:00:00.000Z,16,0,2,1,0,0,15,0,2,15,0,2,/boundary/53293,North Macedonia
2025-11-21T00:00:00.000Z,16,0,2,1,0,0,15,0,2,15,0,2,/boundary/53293,North Macedonia
2025-11-22T00:00:00.000Z,16,0,2,1,0,0,15,0,2,15,0,2,/boundary/53293,North Macedonia
2025-11-23T00:00:00.000Z,16,1,2,1,0,0,15,1,2,15,1,2,/boundary/53293,North Macedonia
2025-11-24T00:00:00.000Z,16,0,2,1,0,0,15,0,2,15,0,2,/boundary/53293,North Macedonia
2025-11-25T00:00:00.000Z,16,0,2,1,0,0,15,0,2,15,0,2,/boundary/53293,North Macedonia
